headline,date,snippet,url
"Goldman Says It Supports IEX, but Raises Market Structure Issues",2016-01-14T00:00,Goldman Sachs pointed out to the S.E.C. that one exchange should not have an unfair advantage over another in its control of market data....,https://www.nytimes.com/2016/01/14/business/dealbook/goldman-says-iex-a-proposed-exchange-seeks-an-unfair-edge.html
Goldman to Pay Up to $5 Billion to Settle Claims of Faulty Mortgages,2016-01-15T00:00,Goldman Sachs is among the last big Wall Street banks to settle claims for selling flawed mortgage securities....,https://www.nytimes.com/2016/01/15/business/dealbook/goldman-to-pay-5-billion-to-settle-claims-of-faulty-mortgages.html
Stocks Are Potential Bright Side to Lower Wall St. Compensation,2016-01-21T00:00,"Staff compensation is down at Goldman Sachs and Morgan Stanley, but with share prices also down, those who are paid in stock may get a great deal....",https://www.nytimes.com/2016/01/21/business/dealbook/stocks-are-potential-bright-side-to-lower-wall-st-compensation.html
Goldman Sachs and Morgan Stanley Cut Chiefs’ Pay,2016-01-23T00:00,"Goldman Sachs reduced the pay of Lloyd Blankfein by $1 million, bringing his pay to $23 million; Morgan Stanley cut the pay of James P. Gorman by $1.5 million to $21 million....",https://www.nytimes.com/2016/01/23/business/dealbook/goldman-sachs-cuts-lloyd-blankfeins-compensation-to-23-million.html
Case Sheds Light on Goldman’s Role as Lender in Short Sales,2016-01-31T00:00,"In a settlement this month, Goldman Sachs agreed to pay $15 million in a case that involved its business of lending securities to short-sellers....",https://www.nytimes.com/2016/01/31/business/case-sheds-light-on-goldmans-role-as-lender-in-short-sales.html
Goldman Executive Hired by TPG for Industrial Acquisitions,2016-03-03T00:00,Jack Daly most recently oversaw industrial deals at a merchant banking division of Goldman Sachs....,https://www.nytimes.com/2016/03/03/business/goldman-executive-hired-by-tpg-for-industrial-acquisitions.html
"Goldman Sachs’s Eric Dobkin, Father of Modern I.P.O., to Retire",2016-03-03T00:00,"In 1985, Mr. Dobkin changed the way I.P.O.s were conducted by focusing on mutual funds rather than individual investors....",https://www.nytimes.com/2016/03/03/business/dealbook/goldman-sachss-eric-dobkin-father-of-modern-ipo-to-retire.html
Goldman Sachs Expands Philanthropic Fund to Younger Workers,2016-03-04T00:00,Some millennials have still been having a hard time finding a sense of purpose underneath their pitch books and spreadsheets....,https://www.nytimes.com/2016/03/04/business/dealbook/goldman-sachs-expands-philanthropic-fund-to-younger-workers.html
"Goldman Sachs to Buy Honest Dollar, a Small Plan Start-Up",2016-03-15T00:00,Honest Dollar is part of a group of investment companies vying for small-business employees who do not have access to traditional employer-sponsored savings plans....,https://www.nytimes.com/2016/03/15/business/dealbook/goldman-sachs-to-buy-honest-dollar-a-small-plan-start-up.html
Wall Street Veterans Bet on Low-Income Home Buyers,2016-04-17T23:33,Goldman Sachs alumni are reselling foreclosed homes to people who didn’t qualify for traditional mortgages. Many of the transactions end in eviction....,https://www.nytimes.com/2016/04/18/business/dealbook/wall-street-veterans-bet-on-low-income-homebuyers.html
"After a Rough Quarter, Goldman Faces Questions on Strategy",2016-04-20T00:00,"Wall Street banks have been buffeted by tumultuous financial markets, but Goldman Sachs had particularly weak results because of its focus on trading....",https://www.nytimes.com/2016/04/20/business/dealbook/goldman-sachss-profit-and-revenue-tumble-in-quarter.html
Fizzled Goldman Sachs Cases Put S.E.C. in Harsh Light,2016-05-03T00:00,Recent news articles raised questions about whether the agency was willing to take on tough cases against Goldman Sachs and its executives....,https://www.nytimes.com/2016/05/03/business/dealbook/fizzled-goldman-sachs-cases-put-sec-in-harsh-light.html
"Wall St. Rises, Buoyed Again by Oil Prices",2016-05-17T00:00,News of continued production troubles in Nigeria and an upbeat forecast from Goldman Sachs gave the energy sector a lift....,https://www.nytimes.com/2016/05/17/business/daily-stock-market-activity.html
Libyan Fund Claims Goldman Sachs Exploited Its Financial Naïveté,2016-06-14T00:00,The Libyan Investment Authority claims in a lawsuit that it lost $1.2 billion after it was misled by the Wall street bank about a series of derivatives transactions....,https://www.nytimes.com/2016/06/14/business/dealbook/libyan-fund-claims-goldman-sachs-exploited-its-financial-naivete.html
"After 147 Years, Goldman Sachs Hangs a Shingle on Main Street",2016-06-19T00:00,The elite Wall Street institution now sees growth opportunities in catering to the everyday people it has avoided through its history....,https://www.nytimes.com/2016/06/19/business/dealbook/after-147-years-goldman-sachs-hangs-a-shingle-on-main-street.html
Goldman Sachs Uses Video to Cast Wider Net for Young Bankers,2016-06-24T00:00,"Goldman’s in-person screening was mostly at elite colleges. With video interviews, it hopes to find more applicants with “grit.”...",https://www.nytimes.com/2016/06/24/business/dealbook/goldman-sachs-uses-video-to-cast-wider-net-for-young-bankers.html
Bank of America Merrill Lynch Hires Chief of European Mergers,2016-06-24T00:00,"Luca Ferrari will join the bank in London in July after stints at Greenhill &amp; Company, Goldman Sachs and UBS....",https://www.nytimes.com/2016/06/24/business/dealbook/bank-of-america-merrill-lynch-hires-chief-of-european-mergers.html
Goldman Sachs Hires Former European Commission President,2016-07-09T00:00,"José Manuel Barroso, who was also the former prime minister of Portugal, will serve as an adviser and the chairman of Goldman Sachs International....",https://www.nytimes.com/2016/07/09/business/dealbook/goldman-sachs-hires-ex-european-commission-president.html
Goldman Sachs Is Sued Over Ties to Malaysia’s Prime Minister,2016-07-27T00:00,A private equity firm asserts that Goldman Sachs provided bad advice to one of its clients to help the scandal-plagued administration of Najib Razak....,https://www.nytimes.com/2016/07/27/business/dealbook/primus-pacific-sues-goldman-on-ties-to-malaysias-prime-minister.html
Federal Reserve Fines Goldman Sachs $36 Million in Document Leak,2016-08-04T04:00,"The action stemmed from an incident in 2014, when a Goldman Sachs banker received confidential information from the Federal Reserve Bank of New York....",https://www.nytimes.com/2016/08/04/business/dealbook/federal-reserve-fines-goldman-sachs-36-million-in-document-leak.html
Goldman Sachs’s Fight to Avoid Paying Employees’ Legal Fees,2016-08-09T04:00,Two cases involving the Wall Street bank illustrate how a corporation can turn its back on an employee when it sees itself as the victim of wrongdoing....,https://www.nytimes.com/2016/08/09/business/dealbook/goldman-sachss-fight-to-avoid-paying-employees-legal-fees.html
"Former Goldman Sachs Trader Fined $400,000 and Barred for 2 Years",2016-08-17T04:00,"The Securities and Exchange Commission said the trader, Edwin Chin, misled customers into paying more for residential mortgage-backed bonds....",https://www.nytimes.com/2016/08/17/business/dealbook/former-goldman-sachs-trader-fined-400000-and-barred-for-2-years.html
"Meet Marcus, Goldman Sachs’s Online Lender for the Masses",2016-08-19T04:00,"The company plans to introduce a retail banking operation called Marcus, which will offer small consumer loans, which Goldman has traditionally avoided....",https://www.nytimes.com/2016/08/19/business/dealbook/goldman-sachs-to-offer-an-online-lender-for-the-masses.html
"Goldman Sachs, Banker to the Elite, Turns to the Common Man",2016-08-25T04:00,"With new online lending and savings businesses, Goldman Sachs is hoping that millions of ordinary people will be a new source of riches....",https://www.nytimes.com/2016/08/25/business/dealbook/goldman-sachs-banker-to-the-elite-turns-to-the-common-man.html
Goldman Sachs Deal Maker John Vaske to Retire,2016-10-05T04:00,"Mr. Vaske has been with the investment bank 28 years and is now a co-chairman, with Tim Ingrassia and Paul G. Parker, of the mergers and acquisitions team....",https://www.nytimes.com/2016/10/05/business/dealbook/goldman-sachs-deal-maker-john-vaske-to-retire.html
