20140326†8:00AM UTC,Pfizer Achieves Primary Endpoint With Phase 3B Top-Line Results Of GENOTROPIN¬Æ In Very Young Children Born Small For Gestational Age,http://www.reuters.com/article/2014/03/26/pfizer-idUSnBw265216a+100+BSW20140326,
20140328†6:26PM UTC,Pfizer Statement on U.S. FDA Approval of Over-the-Counter Nexium¬Æ 24HR,http://www.reuters.com/article/2014/03/28/pfizer-idUSnBw285805a+100+BSW20140328,
20140328†11:32AM UTC,"Technical Summary on Active Stocks -- Research on Cisco Systems, Pfizer, Vale, and Advanced Micro Devices",http://www.reuters.com/article/2014/03/28/bc-investor-edge-idUSnPn4jljfC+81+PRN20140328,
20140328†8:00AM UTC,"Positive Opinions, Presentation Schedules of Investigational Data, Clinical Study Results, and Stock Price Movements - Analyst Notes on Johnson & Johnson, Merck, Pfizer, Amgen, and Allergan",http://www.reuters.com/article/2014/03/28/bc-analysts-review-idUSnPnbFJ7c4+98+PRN20140328,
20140328†7:56AM UTC,PSE & Pfizer form the Systems-based Pharmaceutics Alliance,http://www.reuters.com/article/2014/03/28/pse-idUSnBw285244a+100+BSW20140328,
20140401†8:30AM UTC,"LabCentral Announces Sponsorship by Pfizer to Support Life-Science Startup Companies in Cambridge, Massachusetts",http://www.reuters.com/article/2014/04/01/ma-labcentral-pfizer-idUSnPntZBCj+4e+PRN20140401,
20140401†7:00AM UTC,EMD Serono Enters into Research Agreement with Pfizer and Broad Institute,http://www.reuters.com/article/2014/04/01/ma-emd-serono-pfizer-idUSnPn79kRPJ+87+PRN20140401,
20140403†12:39PM UTC,AMCP Foundation Launches Initiative to Identify Emerging Medication Management Practices that Can Advance Patient Care and Outcomes; Project Supported by Pfizer,http://www.reuters.com/article/2014/04/03/amcp-pfizer-collab-idUSnPn7n7RvT+85+PRN20140403,
20140403†12:00PM UTC,IntegraGen Announces Collaborative Agreement with Pfizer to Evaluate IntegraGen‚Äôs Proprietary Hepatocellular Carcinoma Molecular Signature,http://www.reuters.com/article/2014/04/03/integragen-idUSnBw035360a+100+BSW20140403,
20140403†10:03AM UTC,"Apple, Pfizer, others form 'go slow' U.S. patent lobby group",http://www.reuters.com/article/2014/04/03/us-usa-patents-lobbying-idUSBREA3210R20140403,
20140403†9:00AM UTC,"Apple, Pfizer, others form go slow"" U.S. patent lobby group""",http://www.reuters.com/article/2014/04/03/usa-patents-lobbying-idUSL1N0MU23E20140403,
20140403†8:00AM UTC,"Senior Notes Conversions, FDA Drug Approvals, Acquisitions, Stock Price Updates, and Clinical Trial Studies - Analyst Notes on Gilead, Pfizer, Nordion, Intuitive Surgical, and Novartis",http://www.reuters.com/article/2014/04/03/bc-ar-idUSnPn5dh9Sg+82+PRN20140403,
20140403†3:03AM UTC,BRIEF-IntegraGen jumps 10 pct on collaboration deal with Pfizer,http://www.reuters.com/article/2014/04/03/integragen-brief-idUSWEB00L5C20140403,
20140403†2:41AM UTC,IntegraGen Announces Collaborative Agreement with Pfizer to Evaluate IntegraGen‚Äôs Proprietary Hepatocellular Carcinoma Molecular Signature,http://www.reuters.com/article/2014/04/03/integragen-idUSnBw026868a+100+BSW20140403,
20140406†10:30AM UTC,Pfizer drug doubles time to breast cancer tumor growth in trial,http://www.reuters.com/article/2014/04/06/us-cancer-pfizer-idUSBREA350BJ20140406,
20140406†10:30AM UTC,Pfizer drug doubles time to breast cancer tumor growth in trial,http://www.reuters.com/article/2014/04/06/health-cancer-pfizer-idUSL1N0MY01K20140406,
20140406†10:30AM UTC,Pfizer‚Äôs Novel CDK 4/6 Inhibitor Palbociclib plus Letrozole Significantly Prolonged Progression-Free Survival in Patients with Advanced Breast Cancer,http://www.reuters.com/article/2014/04/06/pfizer-idUSnBw065062a+100+BSW20140406,
20140407†12:27PM UTC,"US STOCKS-Wall Street falls on broad weakness, Pfizer drags",http://www.reuters.com/article/2014/04/07/markets-usa-stocks-idUSL2N0MZ0VQ20140407,
20140407†10:40AM UTC,US STOCKS-Wall St flat as momentum stocks stabilize; Pfizer drags,http://www.reuters.com/article/2014/04/07/markets-usa-stocks-idUSL2N0MZ0MS20140407,
20140407†8:01AM UTC,"NDA Filings, FDA Approvals, Executive Appointments, Ceased Clinical Trials, and Public Offerings - Analyst Notes on Johnson & Johnson, Pfizer, Merck, GSK, and Intercept",http://www.reuters.com/article/2014/04/07/bc-analysts-review-idUSnPn7vZLT5+8e+PRN20140407,
